id_resultado,fitness,tiempoEjecucion,solucion,fk_id_experimento
323,-2392.31795125668,5.215,"[-500.0, 499.55466702722066, 499.17693695713876, -500.0, 499.1423977774696, 499.6062138358427, -500.0, -500.0, 499.27726682953556, -500.0, 499.37734082072507, -500.0, -500.0, -500.0, -500.0, -500.0, 499.82135182120163, -500.0, 499.91094888600645, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, 0.0, -500.0]",323
324,-3285.43247181693,5.182,"[-500.0, -500.0, -500.0, 499.9466565013244, -500.0, 499.2743740856235, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, 499.19794292518003, 499.3352633221961, -500.0, -500.0, -500.0, 499.1943528874654, -500.0, -500.0, -500.0, 499.8288132052414, -500.0, -500.0, -500.0, -500.0, -500.0]",324
325,-6542.86166754408,1.743,"[411.58209488479497, 442.62668692126647, -500.0, 176.13132436872354, 87.93722638315532, -281.8472773011237, 384.65072442620476, 414.2047038150675, 412.7507267828728, 33.48276607296218, -500.0, 425.3322792314624, -498.54519153518777, 472.24761570542574, 46.19398143632106, 441.623068703741, -332.32990324100814, 419.79681299943206, 400.4850204691015, -500.0, 390.1388231958075, -155.63866076601857, 397.1043703268805, -332.6178612148873, -304.5029434169057, 400.96112041636246, 339.11111648371315, 352.4567185232718, 190.21528185089795, -500.0]",325
326,-5832.93992622783,1.696,"[415.0592764860293, -500.0, -135.3608171376823, 393.60446027988024, 412.9290542731055, 400.56356088388924, 66.02438305663216, -177.596234427244, 414.69032004611637, 172.02792046645357, 252.15700934838648, 432.8915685051901, 422.3620909960958, 407.0097100439241, 403.3882696260358, -500.0, 251.39020550199163, 403.5796711575547, -147.42638654236166, 23.528343400311897, -177.6983725832899, -167.08933223459502, -500.0, -321.2524156184562, 448.96201201764, -42.7603119437209, 427.58578446672146, -299.6186599168823, 39.42324636273577, -500.0]",326
327,-5246.02471671925,2.145,"[394.10849280784237, -51.65735835508055, 18.33029410005017, 309.13726970961426, 405.24741630253567, 433.805651648443, -280.9056275583165, 411.53163753231763, 370.30468712275206, 368.40590974555687, -100.75617788025649, 206.61042131474903, 403.3303055925475, 55.07677395016409, -133.1098555136556, 39.290850921299324, 394.7317044040056, 407.48164335831405, -500.0, 240.76246351060706, 134.67032084577187, -103.55522190761863, 372.24080674815485, -500.0, -54.27487843011356, 419.29635095925516, 374.4813897699533, -131.5121156523065, 415.0333596952437, 416.3690069820559]",327
328,-2410.28670188351,2.328,"[-302.7344668380487, -43.901045562658204, -347.23174840770145, 70.39955047848882, -128.15950073765717, -25.798024404401918, -53.45902399470912, 500.0, -10.776935785168027, 64.77828319945971, 99.630032390968, 9.230504497292921, 121.35861217695772, 16.66462885831506, -32.26619582837021, 416.9709313447167, -15.290326529484537, -147.88662581715303, 140.35822366623472, -450.1064092667204, 406.59950592606356, 397.86477686786225, -296.5930673930562, 27.475024280211013, 435.27355886340564, 416.6536122601943, -14.88514352921221, 233.93632817056036, -15.338351684616585, 224.00382978265716]",328
329,-1557.84282244346,2.447,"[-272.7862101315572, 245.29731699694676, 183.66378130000717, -177.50073387572422, -69.44456916773389, -333.8463753587468, 248.39125079166158, -137.73995756458092, -280.1508243343262, 316.7486244367297, 9.259020109608928, 116.18295714156825, 26.515724269606917, -500.0, -281.5275949915166, -6.627990727930936, 403.8320023822303, 500.0, 474.06455436862484, -127.62154639959464, 500.0, -500.0, 137.5702338385781, 175.32882741446272, -500.0, 258.4019490925174, -136.9791849982223, 278.2913211394793, 77.52748086515014, 426.3395217076049]",329
330,-1985.40179677361,2.311,"[2.9504158126944944, -37.82832726878578, 1.8505061686661453, 449.4650307308589, 11.000285904741773, 0.8091715094275101, -6.77475498348842, 452.9261033025056, -0.12645170668986147, -2.072414411439849, 50.69514092328608, 32.05728839876533, -116.98920662544963, -125.37573818882773, 64.50029592779943, 7.529565714380354, -122.34214398213165, -10.15463163875579, -45.524553888081165, 58.84038077208583, 3.1459795616631463, 0.6706891827234577, -6.251886226575298, 403.9273178600556, 2.226187566954749, -54.28053641675866, 168.354757635708, 5.316511767792782, 59.864582443834315, 417.2995694763311]",330
331,323.382909688667,2.294,"[-5.12, -1.0425051053952918, 2.869383607768489, 0.9343219416267713, -1.9427185467322345, 0.8744511119804097, 0.9973389284751005, -1.916967628514864, 5.12, 0.42679174251354124, 1.9496953134172468, 1.99984176620928, 1.9478965485128863, -2.953729651979292, -1.930350782636354, 2.0608424623203465, -2.023518691712426, 1.9383385365377923, 1.7130549377143593, -0.543419884333327, -5.12, 2.0901533664454837, 1.9122396464449851, -1.748364830312926, -5.12, 3.7483062790773825, -2.3598781923007026, -1.9931370446223124, -0.9587002702627402, -2.9675741370587723]",331
332,333.674339586182,2.468,"[2.0886270698873677, 3.193676162646163, -5.12, 0.9781676894810608, -0.9911754770018335, 1.9736117615469109, 1.0210090596694592, -3.0230375567098133, -2.9551793830322803, 2.07651174658091, -0.1452196599202695, 0.18229268601427037, 2.58273122660382, -5.12, 0.9840454246593406, -3.082780170290308, 0.6779746274732674, 4.951254400393544, -0.03621188039100401, 3.0741476461858754, -2.1960549539363567, -1.211171856645885, 3.556338002320481, -3.963106435739702, -0.046633358247898035, -1.7866940392583397, -5.114886253472953, -0.9177857881019714, 0.011395831614773016, -3.1472032838418937]",332
333,251.576565796957,2.328,"[2.061596421132349, -2.1744152879869914, -0.039052956174955404, -4.927984925801452, 5.12, 1.1543545012384, 2.8891797238844803, 0.04095060107866344, -3.943489305310549, -2.8992380086528717, 0.09284136117511509, 0.01089287723658483, 0.022701947575266127, -2.1179179684094587, -1.9626100363424268, -0.9175145979750524, -2.21011270574052, 0.8429362152211273, 0.004129321954417517, 1.0342940372491056, -4.785581825421409, -0.15930395070618625, -2.0888401663411806, -2.110550804572085, -1.8391798283827099, 1.986520277277932, -0.01597719274874626, 0.9885954410007666, 5.073960915624651, 3.9136872436694046]",333
334,68.936655592853,2.223,"[-0.00016051281106184152, -0.0003213801494579367, -3.965832982482046e-06, 0.16975658736570798, 0.122689038807487, 0.07268705935565858, -0.16617235840683495, -0.000656354567631192, -0.1959860250803796, -0.02424524850258339, -0.001937412521157047, 0.015593065189947086, -0.0914652108918789, -0.0027739097181031826, 0.011428394268446036, 0.0022633656556248247, -0.019250389665074072, 1.0974296442068452, -0.011876367657575278, -0.035054125363580727, -0.23530028214886892, -1.8297445602251254e-06, 0.00037507141557153155, -1.3261382005369364, -0.07141450190383769, -1.1306650432637646, -0.7916539468689759, 1.9836745467130714, -0.002913972213292654, -0.0022174224254859942]",334
335,118.428584737918,2.244,"[-0.6899395081508221, -0.013391247085531195, 0.03385746580760743, 0.5570477308563211, -0.003023000577311278, 0.2328752824684496, -0.002146018092088498, 0.09246410076060586, -2.0453675443166572, -0.22673463395366877, 0.02554362025451978, -0.10746069850371161, -0.03208425390352717, -0.14873753582592283, 0.0010726724753615019, 0.03406056339885476, 0.06260147991134332, 0.015567178374009628, 0.007322496241032466, 0.09106091971227279, 0.057553121589397446, -1.3138414770645896, 0.03732030624112115, 0.9829251200844716, -0.010775519297845051, -0.3424819894450988, -0.12933923840556447, -1.2859317200310978, 0.07155032394450493, 0.0013055396082031427]",335
336,190.853158983405,2.247,"[-0.00010270705651756346, -0.06537073989384647, -0.12056227955990749, 1.1480639845578915, -0.02542904243130709, 1.1358829689586367, 0.018754349782606355, -0.06250132894693672, -0.18559895995871234, -0.2690172652696027, 0.009041167132605547, 3.3123825550252195, 1.8686624122989772, -0.06306632174214155, 0.5465854163288739, 0.9216780433915484, -0.5556483417003693, 0.2457075841185375, -1.1299467232754725, -0.8299162195830967, 0.09596479412722615, -1.2979611370844084, -0.07982203441548269, 0.10016000367739158, -1.8102500703852755, 0.15871671569748463, -1.9342258029018988, 1.8654193684677511, 0.22200747162773374, 0.270852797212134]",336
337,0.0,6.439,"[-0.0, -0.0, -0.0, -0.0, -1.754209050601037e-11, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0]",337
338,0.0,6.461,"[-1.3879271477977175e-13, -4.0602251144466476e-21, 2.693115427720644e-69, 5.939544431410538e-57, 5.1506045634166404e-14, -0.0, 3.506768404293045e-17, -1.1197713230642874e-10, -2.2897632834616545e-98, -6.1084896884540164e-33, 6.707684978138019e-15, 9.840364485877198e-172, 0.0, -1.5287237926893806e-49, 6.451373715578014e-67, -7.089112427239709e-10, 1.418335413030426e-20, 0.0, -1.313145566486736e-276, -2.7573785710028405e-209, -4.361634906226219e-26, 9.486001149328644e-101, -1.4960779261849511e-15, -1.2156332914997083e-104, -2.641784105208045e-46, -8.495981992345313e-179, 3.1043314865620565e-185, 0.0, -3.6981837851864434e-63, -2e-323]",338
339,0.0,6.324,"[2.51636817960326e-10, 0.0, 2.977278923312533e-36, 8.157736829888249e-45, -0.0, 0.0, 1.6003646622474577e-20, 0.0, -0.0, -1.83750746174626e-18, -0.0, -0.0, 4.8642441846670216e-18, 0.0, -3.903530179747904e-09, -0.0, 0.0, 0.0, 1.1157862963886987e-17, 0.0, 0.0, -2.148741423103357e-58, -3.3298792956324464e-49, 0.0, 0.0, -2.833236231881565e-13, -0.0, -1.070472891580573e-12, 2.5715861760542407e-18, 5.118898269834623e-50]",339
340,271.54868311763,2.276,"[0.2486849652746365, 0.871072472935022, 0.9009952235920055, 0.9155398917750918, -0.17792762296942438, 4.8485954350822285, 2.8207144113482356, 3.00785123926435, 0.03188560934483622, 3.962678518245365, -2.970520193324867, 3.9477516032207807, 1.9687190437437798, 0.13684608406179605, -2.0481013702656212, 3.2716855080736438, -1.9133317286052645, -0.04016429570033688, -3.9350551820926865, 0.9038159962644887, 1.026757190938618, -0.026464378329895424, 0.803083991153909, -0.24805896908536806, -1.2408869947452414, -0.09588942234670365, 0.7292161396997395, 4.81385477771689, 2.067277811067571, 3.8439465133950055]",340
341,228.65696964719,2.169,"[-0.1197874450579037, 0.8450004883102408, 2.8351902405933966, -0.8523320358452735, -0.07793139338767575, -0.011892824069229837, -1.2821644387269033, 1.8788825052953144, 1.8350085308707147, 0.7431822649499519, -2.9859569833984696, 4.889733867362486, 2.902154955646348, -0.12558635622182013, 1.9129543867281684, -1.3047233455672334, 2.9386023721370496, 0.07653435348370413, -3.0477937777782547, -0.20375531482186682, 2.946142963489867, 2.18938631080326, 3.9588856297427584, 3.0330345360547977, 0.12805900465509, 0.10836142942729293, 0.14227427261504907, 0.14926339778603076, 0.10939258232491804, -2.0796950318003713]",341
342,293.77869459668,2.396,"[0.6899767534786895, 3.5559475220301198, 0.10864451126713266, 2.9035804372198433, 0.9007017022803832, 2.9270955967555627, 4.027442488565105, 0.08526583528654127, 1.8448447174590934, 1.4790332082387962, 0.24904414866826355, -2.986788453069044, -3.912372594501116, -2.139102771097542, -2.0266743392191193, -0.33892150554960837, 1.8680546051343854, 2.0554863646138255, 0.7120129639206977, 2.734707843492413, 0.4183706957598333, 1.836815820998415, 0.12061059024048568, -0.8610485004455417, 0.8538593064469971, 1.9162873986941071, -1.0649323729853797, 0.5415887899370639, 0.05410495465574284, 0.11282871757799905]",342
343,38.7590029156619,2.374,"[1.0010890662544856, -1.985907822560829, 0.05125169612300177, 0.045235593943240976, -0.04963579468984625, -1.0138137827853675, -0.00022487945165443042, -0.07409439358807669, 0.024966169516111872, 0.0672606217036998, -0.23749483911670735, 0.011749168948888916, 1.9973153928365843, -0.016415920056392603, -0.9803071059301732, -2.9331848682494037e-05, -0.01864988664794828, -0.22658683961126566, -0.022078857098201666, 0.0836729791325974, -9.838742720784231e-05, 0.08758250098349592, 0.0953536337248294, 0.039729554179933416, -0.02758065311658063, 0.0021413292791358104, -0.0696810882790547, -0.00948702322373011, -0.01923555939567612, 1.6698912632123433e-05]",343
344,15.4152244354747,2.283,"[-0.06559667895539605, -0.9949974913652131, -0.9758038416137111, -0.04303472784357756, -0.03416666690082759, -1.0072509285241489, 0.007492071931820002, -0.9646580604138683, 0.01266873221498485, 0.12135263897499138, -0.018362106108390244, 0.010772635731126712, 0.003573572172915353, 0.0037390795604467105, -0.029396726901494957, -0.0031085433834942837, 0.000361807930117766, -0.028543306533968665, 0.043629967898863135, -0.020761078817454936, -0.058944196336461106, 0.9713697949410681, -0.020597600855195426, -4.311428714323154e-05, 0.09463369658287972, -0.04672592292334874, -0.013126543467171348, -0.015954131378196994, 0.0990756952647166, -0.0028858825129462417]",344
345,25.7471558986093,2.125,"[0.045716383209855056, 0.023898017060345115, 0.01630119881904756, -0.02061174840343026, -0.05888025804452727, 0.05970268768263481, 1.1001711758210246, 0.002465401325857391, 0.010149106605577886, 0.010186711627620557, 1.9597064210831403, -0.939826544872365, -0.003028528352460345, 0.11599688010561383, 0.028285396453752106, -0.002237471195431107, 0.03746683255191518, -0.05249172461971909, 0.1108789028322988, 0.03874603948017309, -0.8894977505381303, -0.036141897911393, -0.022626389105031106, 0.019502580364155846, -0.03645697009637236, 0.014434883518198827, -0.04575999317317455, -2.014362137821877, -0.008027829753994345, 0.03539331232377011]",345
346,19.9638648851387,2.023,"[-32.0, -32.0, -32.0, 32.0, -32.0, -32.0, -32.0, -32.0, -32.0, 32.0, -32.0, -32.0, -32.0, 32.0, 32.0, 32.0, -32.0, -32.0, 14.999968041604678, 32.0, -32.0, 32.0, -32.0, -32.0, 32.0, 32.0, 32.0, -32.0, 32.0, -32.0]",346
347,19.9622220699086,2.158,"[-32.0, 32.0, 32.0, -10.000734676068351, -32.0, 32.0, 32.0, -26.999942137514815, 32.0, 32.0, -32.0, 32.0, -32.0, -32.0, -32.0, 32.0, -32.0, -32.0, 32.0, 32.0, -32.0, -32.0, 32.0, -32.0, -32.0, -32.0, 32.0, 32.0, 32.0, -32.0]",347
348,19.9630104994268,2.094,"[32.0, -32.0, -32.0, 32.0, -32.0, 32.0, -32.0, -32.0, -32.0, -32.0, -32.0, 32.0, -32.0, 32.0, 32.0, -32.0, 32.0, -32.0, -32.0, 32.0, 32.0, -32.0, -32.0, 32.0, -32.0, 32.0, 32.0, -32.0, 2.0000819469466387, 32.0]",348
349,14.1405946830374,1.941,"[0.018545404007082104, -5.499128572210015, -6.4515924595739875, 1.8155738116251308, -0.9443244942789857, -0.16998931034306755, -9.464850495565793, 2.2692088027250703, -0.09240820084736456, -0.847417313443762, 0.17181999739163578, -5.3527916018860004, 8.995180796258975, 2.23905036454088, 0.7957945716927703, -3.029323239049736, -0.40720591323185074, -4.405588775567663, -6.190654757381758, -5.679804596991802, 3.1224354101029244, -3.628142092951832, 0.3098491333019878, 2.0750484626350127, -0.5394903636313808, 0.006423314408624384, 11.448268394697786, -9.57640255353921, 4.975999694045141, -7.281133127442103]",349
350,20.2015060782346,2.324,"[32.0, 32.0, 6.105727075179295, -32.0, -32.0, -32.0, -6.637122097783063, -32.0, 32.0, 32.0, -29.187159459516028, -2.953190201321277, 32.0, 32.0, -32.0, -32.0, -32.0, -1.9617691824885668, -0.9598434713967947, -23.01213236551976, 32.0, -32.0, -32.0, -32.0, 32.0, 32.0, -32.0, 32.0, -17.17138585535315, 12.927301929748246]",350
351,20.3336103663015,2.345,"[32.0, 23.85773220234261, 32.0, -4.719196744761762, 32.0, -32.0, -25.270850482618542, -19.935946047861478, -32.0, -10.971630658822114, 32.0, 32.0, -3.9614715889008494, -32.0, 32.0, 5.201226032397738, -32.0, 18.092086180575656, 32.0, -32.0, 32.0, 32.0, -32.0, 32.0, 32.0, -30.8427234044281, -32.0, -18.201632268989492, -32.0, -32.0]",351
352,4.44089209850063e-16,6.274,"[1.2472262306825308e-18, 2.696375767422573e-18, -5.4713565411823866e-17, 3.419817214409478e-17, 2.2020944866938043e-18, -4.497152150552958e-18, 1.3623745517978759e-17, -2.3495657579064492e-17, -3.5267985636445555e-18, 3.608025555831444e-17, -9.595557105664222e-20, -1.0094691875848064e-16, 2.0131008077293766e-19, -4.338208519983949e-18, -3.524982884011254e-18, -5.5331880040168573e-17, -1.7578963857015662e-18, -2.139208940986154e-18, 2.005204733554813e-18, -2.917953947438141e-19, -1.1606103960490794e-18, -1.9086246259363957e-16, -2.112089426469778e-18, 4.540771251483894e-17, -2.8393116480159646e-20, 1.5184685427389121e-18, -6.378080134960754e-19, -7.524829281024652e-19, -2.198836012360943e-19, -1.6329808859777063e-20]",352
353,4.44089209850063e-16,6.28,"[1.280371050220318e-15, 2.071042982872331e-69, -1.1127876237163303e-35, -6.934627664601937e-86, -2.0258574402411932e-178, 1.6021215953229598e-23, 1.5442186025772469e-168, 8.05327695724179e-32, 1.5584313548093669e-153, 1.2112313941898615e-25, 4.759406862700762e-41, -6.611790161646315e-62, 1.3696753161400287e-131, 1.3178325806931392e-50, -4.3599958603231566e-82, 2.5065532737810154e-33, -2.3634751717163503e-49, 2.6956722785261324e-53, -3.1170086398918653e-46, 1.8864012624588886e-20, 6.385041469925924e-30, -6.124700591505934e-51, -3.324250121749208e-67, -5.536298152400379e-35, -3.966702911480466e-304, -7.148257918917225e-111, 1.9578374336888007e-44, -1.8495885873710193e-35, -1.879076981904868e-37, 2.162071899562645e-95]",353
354,4.44089209850063e-16,5.608,"[-6.809149470006675e-18, -8.090141767891987e-19, 1.390844018807526e-17, -3.722260986613398e-17, -3.206185490440349e-18, 4.080689191531276e-17, 7.896354727406773e-17, 1.476280458743852e-19, 9.876417094959307e-18, 1.5143171736365948e-17, -1.609555422162901e-19, 9.19389897701019e-18, 5.784133972929321e-17, -1.6547015469212009e-18, 3.9067566865295207e-19, 1.494662532434269e-19, -1.2054383655430306e-19, 1.1074150385570514e-18, -1.537054355499733e-17, 3.800236943313439e-17, -3.577782710613715e-16, -3.0585132375240878e-16, -7.883172410376842e-18, 7.598125446767178e-19, 4.784970220977086e-18, -7.500878058496414e-21, -3.1727352315301576e-17, 2.428383678520545e-18, -4.1014187180155826e-17, 2.3981642976150347e-18]",354
355,19.9630055869138,2.283,"[32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 1.001956117567674, 32.0, 32.0, 32.0, 32.0, 32.0]",355
356,19.9604334925023,2.256,"[32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, -8.013283617707378, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 8.021632043938332, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0]",356
357,19.9659913663869,2.267,"[32.0, 32.0, 32.0, 32.0, 32.0, 27.993895078641014, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0]",357
358,0.540643697385669,2.481,"[-0.08193470751597065, 0.02871056672052953, -0.10297050566815648, -0.02838316356092121, -0.003882465875052022, 0.03721712783336909, 0.005749826408537052, -0.0902976911218442, -0.053224605192337376, -0.021696718532991276, 0.06606937264448176, 0.0989048609748681, 0.00032699365227733114, 0.04767172674236106, -0.040695845589430936, 0.0023827631294402957, 0.07156889279961696, 0.1787451851133872, 0.06919993130584665, -0.05286414604158324, 0.08357658265392849, -0.05348797206343504, 0.02072395757910806, -0.08860079900721719, -0.10083181770817568, 0.12856459923781158, 0.0017308134581692839, 0.03768417851765989, -0.12363486285533583, 0.004458120970338447]",358
359,0.433988194316595,2.311,"[-0.03433618945591018, 0.03704327626394311, 0.04635715713540401, -0.09712499269603093, -0.04516766024969881, -0.03756664476687784, 0.009868368282544475, 0.09213007652639787, 0.05692236451489505, 0.10638836865937797, 0.09332512671650156, 0.0465193838672337, -0.07948743452688721, -0.04594612198278556, 0.03837313641237392, 0.055087414242730615, -0.07614857654083773, 0.025714000991424468, -0.03249918513955502, 0.0771503044463963, -0.08645573273332574, 0.08472884461962359, -0.00836499447634254, 0.04853294087423865, -0.0767980662516647, 0.058886513395111834, 0.08624086932106238, -0.012727114770091157, -0.0018342679843325333, 0.02557767581552287]",359
360,0.24830699653829,1.722,"[-0.056460654519085586, -0.01827386067694507, -0.04296694716973909, 0.01875483450801105, -0.03092974192899424, 0.04973850913222098, -0.033557827909432236, 0.06346438126049744, 0.016242366719174565, -0.024429791123403932, 0.034401084916560756, -0.055430416849661324, -0.037702630211694094, 0.05357203596578743, 0.02080908373875999, -0.011887842400379859, 0.022472713619701407, -0.04377338135242979, -0.0421947350109218, -0.0634665577551914, -0.05150902286337611, 0.034070897817359586, 0.03516242068297593, -0.0412646269384778, 0.026329192128916493, -0.03564694050377349, 0.04864367673992661, -0.005110899340281509, -0.06174995595776391, 0.04564504652937255]",360
361,58.5943497357998,0.653,"[0.6021050650352952, 0.034246590653960865, -0.7812901519091896, -0.770985806032344, -1.2057894555383306, 0.6898044703682398, 0.5943562106840251, -0.5630050685905831, -0.2761732488263113, -0.4765937864777988, -0.6422238388260905, -0.5785918135918344, 0.58151699013633, 0.47872823152011496, -0.7728196087044731, -0.315119557756609, -0.19438494633057207, 0.5791502731133987, -0.2971495245875521, -0.29960068577747506, 0.8834333004370883, -0.6307874519682491, -0.5277435968154409, -0.035631207358334166, -0.47202716384032944, 0.7182953164810704, 0.13553524925342225, 0.008223728880203755, 0.12824872289756148, 0.5212391337603698]",361
362,49.8267094076424,0.678,"[1.28, -0.6952361458320759, 0.2139613486340036, 0.09089779290715783, -0.16324626590873917, -0.49549110080905234, -0.6132182559675348, 0.3423064577459572, 0.6624165635997431, 1.2546425222250321, 0.20081009909064326, 0.6674063994679221, 0.6099011964998732, 0.03339203132101487, 0.5924202589367464, -0.25545000764518283, 0.07490746779994492, 0.6882108643151534, -0.22624394951932872, 0.4252579352347587, 0.6795436160254577, -0.5195826347721677, -0.2550054703827328, -0.21618455395181913, 0.3192056322614156, 0.1882544644216323, 0.23281935762459452, -0.22876163987347187, 0.4321490604330747, -0.2403973650462354]",362
363,91.3777151563161,0.72,"[-0.7512136096951207, 0.247961902326693, 0.2509148419805296, 0.03858239394572502, 0.5454237465970313, 1.106487541718397, -0.7016252866598888, 0.11426666919744845, -0.43836190477603004, 1.2002261111382397, -1.28, -0.5661698445506563, -0.32232346803698786, -0.2159029168810432, -1.051028704760028, 0.30934778267124585, 0.43799251502413405, -0.14489712235350782, -0.617321889903863, -0.3868302755988097, -0.4955232652375335, 0.5348278372630413, 0.2034117036940692, 0.2149082417360067, -0.2722807797195784, -0.17148568777839948, 0.20233880424679865, -0.4058391029547665, -0.47441977566223065, -0.010426620586392668]",363
364,6.69975364232761,0.694,"[0.04449809822065718, -0.05216251015525742, -0.1957525996051651, -0.9189862563782961, -0.04324973778185724, 0.001224352249488623, -0.14573165092528934, -0.17723513427360157, -0.16782890351329113, -0.11613889096651854, -0.0028591115843424747, -0.4202630502742512, 0.19840402704039023, -0.42509155649221575, 0.09850480082505825, 0.139856152001954, -0.04935009856513707, -0.07722694922322407, 0.15485398788229326, 0.06589006301945802, -0.34350294279669746, -0.029768460105641124, 0.004896893881955512, 0.1452956848778029, 0.3458625597855146, 0.5178014722238267, -0.2258254362711017, 0.000558214868490487, -0.008427433916169283, -0.0034557549627082925]",364
365,7.09796391889677,0.882,"[0.00741647198054622, 0.1285826273481251, 0.1411618417820413, -0.004093670707147108, 0.002495088939694409, 0.05937436348387245, 0.41704755678773153, 0.06887217395066295, 0.4156029757879106, 0.04038786054145813, -0.019315871805124302, 0.5799830047214616, -0.0009471850585742281, 0.09127606113547965, 0.20931859183214307, 0.15393809772058054, -0.344595770388492, -0.15911609646316294, 0.2521356220795999, -0.4521474290804235, -0.0861849907874889, -0.20833746992013122, 0.109285941039947, 0.4566374254607183, -0.5186794994973071, -0.44044066323665226, -0.07115150456250896, 0.014801872302751585, 0.16578681255858468, -0.11999905548668914]",365
366,18.5010522869277,0.726,"[0.12431475381202774, 0.009260996303790528, 0.15723906439809449, 0.7281197798487775, -0.05363029677613272, 0.1362014337083378, 0.7338271402706054, 0.21020362011484311, -0.43766505155929303, 0.8202044280851803, 0.13487110832217977, -0.09773775697531156, 0.3818636976261452, 0.5389971562958835, 0.14290612207003464, 0.06343142060063808, -0.25856608790865143, -0.18688470646529667, -0.1276790743729674, -0.11825157791956464, -0.44023209087785753, 0.07926930048250447, 0.05616952305071707, -0.6294868180200245, -0.20911476082462266, 0.0335152730220575, -0.5320692630532857, -0.4038411363851988, -0.05930940089531637, -0.42764438760049805]",366
367,0.000234855527903588,1.857,"[-0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0]",367
368,0.000825045401944058,2.577,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",368
369,0.00262048780468382,5.672,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",369
370,0.58254611390535,2.094,"[-0.4241935450643836, 0.3818247980933027, 0.026796343004819843, 0.318879584597615, 0.19263495823855664, -0.08711431146979089, 0.09802488143211043, -0.3305606166433582, 0.20397188458991505, 0.020942421173498173, -0.02228371383850596, -0.17187200866447702, 0.2599032101039104, -0.05061704222428914, 0.13877082697632614, -0.183984677112807, 0.11273520236098852, 0.01940244416376012, -0.0822317142966571, -0.02447448810929445, -0.10756272379537292, 0.05059798294472608, 0.16247727978178045, 0.027614134841013216, 0.21610430906786182, 0.15760398424589045, -0.03157305233594424, 0.18318478746266287, -0.2352723195704447, 0.08317044350915342]",370
371,0.779240993948144,2.113,"[0.352806558173276, 0.1924373048962404, 0.010699837609001391, -0.4921789119190585, 0.21779023029581435, -0.043939578414664664, 0.06750036164569087, 0.3508340073098717, -0.38184734642480467, 0.0569757411700544, -0.05621364675751353, 0.17372735539130668, 0.20750859691515489, 0.17082593542792834, 0.022712237757129845, -0.04750015429461224, 0.09209123768877321, 0.13945463596799917, 0.13499373928122507, 0.005848022833681659, 0.1828220964836761, -0.07143189115568091, 0.1895629336943913, 0.10919617479735841, 0.12922563912800406, 0.16669435552156853, 0.16098389024747164, 0.013373728710616596, -0.14168059864309662, 0.122597769865427]",371
372,3.46595624239019,2.173,"[0.06276741847393287, 0.21029922691427463, 0.09242983610778491, -0.07588990265304776, 0.3369049333063519, -0.5494152974157535, 0.013585766651418191, 0.21731559203145476, 0.33884409589522796, -0.2723025435747841, 0.01950618229936312, 0.14964603491558873, 0.23761388445205958, 0.06925307544067189, -0.05675475173727843, 0.31298821220088757, -0.39269334874257683, -0.23101266265063355, 0.08462097151070616, -0.24501724968497732, -0.13793033607308894, 0.030720629485997904, -0.30454780554139343, -0.06484197430899556, 0.028653177215612315, -0.18449703494904898, -0.4641811249059882, -0.3376135046306752, 0.1459922075086156, -0.08868191458977553]",372
