id_experimento,MH,paramMH,ML,paramML,ML_FS,paramML_FS,estado,fk_id_instancia
159,RSA,"iter:100,pop:10",,,,,terminado,85
160,WOA,"iter:100,pop:10",,,,,terminado,85
161,WOA,"iter:100,pop:10",,,,,terminado,85
162,WOA,"iter:100,pop:10",,,,,terminado,85
163,GWO,"iter:100,pop:10",,,,,terminado,85
164,GWO,"iter:100,pop:10",,,,,terminado,85
165,GWO,"iter:100,pop:10",,,,,terminado,85
166,PSA,"iter:100,pop:10",,,,,terminado,86
167,PSA,"iter:100,pop:10",,,,,terminado,86
168,PSA,"iter:100,pop:10",,,,,terminado,86
169,SCA,"iter:100,pop:10",,,,,terminado,86
170,SCA,"iter:100,pop:10",,,,,terminado,86
171,SCA,"iter:100,pop:10",,,,,terminado,86
172,RSA,"iter:100,pop:10",,,,,terminado,86
173,RSA,"iter:100,pop:10",,,,,terminado,86
174,RSA,"iter:100,pop:10",,,,,terminado,86
175,WOA,"iter:100,pop:10",,,,,terminado,86
176,WOA,"iter:100,pop:10",,,,,terminado,86
177,WOA,"iter:100,pop:10",,,,,terminado,86
178,GWO,"iter:100,pop:10",,,,,terminado,86
179,GWO,"iter:100,pop:10",,,,,terminado,86
180,GWO,"iter:100,pop:10",,,,,terminado,86
181,PSA,"iter:100,pop:10",,,,,terminado,7
182,PSA,"iter:100,pop:10",,,,,terminado,7
183,PSA,"iter:100,pop:10",,,,,terminado,7
184,SCA,"iter:100,pop:10",,,,,terminado,7
185,SCA,"iter:100,pop:10",,,,,terminado,7
186,SCA,"iter:100,pop:10",,,,,terminado,7
187,RSA,"iter:100,pop:10",,,,,terminado,7
188,RSA,"iter:100,pop:10",,,,,terminado,7
189,RSA,"iter:100,pop:10",,,,,terminado,7
190,WOA,"iter:100,pop:10",,,,,terminado,7
191,WOA,"iter:100,pop:10",,,,,terminado,7
192,WOA,"iter:100,pop:10",,,,,terminado,7
193,GWO,"iter:100,pop:10",,,,,terminado,7
194,GWO,"iter:100,pop:10",,,,,terminado,7
195,GWO,"iter:100,pop:10",,,,,terminado,7
196,PSA,"iter:100,pop:10",,,,,terminado,8
197,PSA,"iter:100,pop:10",,,,,terminado,8
198,PSA,"iter:100,pop:10",,,,,terminado,8
199,SCA,"iter:100,pop:10",,,,,terminado,8
200,SCA,"iter:100,pop:10",,,,,terminado,8
201,SCA,"iter:100,pop:10",,,,,terminado,8
202,RSA,"iter:100,pop:10",,,,,terminado,8
203,RSA,"iter:100,pop:10",,,,,terminado,8
204,RSA,"iter:100,pop:10",,,,,terminado,8
205,WOA,"iter:100,pop:10",,,,,terminado,8
206,WOA,"iter:100,pop:10",,,,,terminado,8
207,WOA,"iter:100,pop:10",,,,,terminado,8
208,GWO,"iter:100,pop:10",,,,,terminado,8
209,GWO,"iter:100,pop:10",,,,,terminado,8
210,GWO,"iter:100,pop:10",,,,,terminado,8
211,PSA,"iter:100,pop:10",,,,,terminado,9
212,PSA,"iter:100,pop:10",,,,,terminado,9
213,PSA,"iter:100,pop:10",,,,,terminado,9
214,SCA,"iter:100,pop:10",,,,,terminado,9
215,SCA,"iter:100,pop:10",,,,,terminado,9
216,SCA,"iter:100,pop:10",,,,,terminado,9
217,RSA,"iter:100,pop:10",,,,,terminado,9
218,RSA,"iter:100,pop:10",,,,,terminado,9
219,RSA,"iter:100,pop:10",,,,,terminado,9
220,WOA,"iter:100,pop:10",,,,,terminado,9
221,WOA,"iter:100,pop:10",,,,,terminado,9
222,WOA,"iter:100,pop:10",,,,,terminado,9
223,GWO,"iter:100,pop:10",,,,,terminado,9
224,GWO,"iter:100,pop:10",,,,,terminado,9
225,GWO,"iter:100,pop:10",,,,,terminado,9
226,PSA,"iter:100,pop:10",,,,,terminado,10
227,PSA,"iter:100,pop:10",,,,,terminado,10
228,PSA,"iter:100,pop:10",,,,,terminado,10
229,SCA,"iter:100,pop:10",,,,,terminado,10
230,SCA,"iter:100,pop:10",,,,,terminado,10
231,SCA,"iter:100,pop:10",,,,,terminado,10
232,RSA,"iter:100,pop:10",,,,,terminado,10
233,RSA,"iter:100,pop:10",,,,,terminado,10
234,RSA,"iter:100,pop:10",,,,,terminado,10
235,WOA,"iter:100,pop:10",,,,,terminado,10
236,WOA,"iter:100,pop:10",,,,,terminado,10
237,WOA,"iter:100,pop:10",,,,,terminado,10
238,GWO,"iter:100,pop:10",,,,,terminado,10
239,GWO,"iter:100,pop:10",,,,,terminado,10
240,GWO,"iter:100,pop:10",,,,,terminado,10
241,PSA,"iter:100,pop:10",,,,,terminado,83
242,PSA,"iter:100,pop:10",,,,,terminado,83
243,PSA,"iter:100,pop:10",,,,,terminado,83
244,SCA,"iter:100,pop:10",,,,,terminado,83
245,SCA,"iter:100,pop:10",,,,,terminado,83
246,SCA,"iter:100,pop:10",,,,,terminado,83
247,RSA,"iter:100,pop:10",,,,,terminado,83
248,RSA,"iter:100,pop:10",,,,,terminado,83
249,RSA,"iter:100,pop:10",,,,,terminado,83
250,WOA,"iter:100,pop:10",,,,,terminado,83
251,WOA,"iter:100,pop:10",,,,,terminado,83
252,WOA,"iter:100,pop:10",,,,,terminado,83
253,GWO,"iter:100,pop:10",,,,,terminado,83
254,GWO,"iter:100,pop:10",,,,,terminado,83
255,GWO,"iter:100,pop:10",,,,,terminado,83
256,PSA,"iter:100,pop:10",,,,,terminado,84
257,PSA,"iter:100,pop:10",,,,,terminado,84
258,PSA,"iter:100,pop:10",,,,,terminado,84
259,SCA,"iter:100,pop:10",,,,,terminado,84
260,SCA,"iter:100,pop:10",,,,,terminado,84
261,SCA,"iter:100,pop:10",,,,,terminado,84
262,RSA,"iter:100,pop:10",,,,,terminado,84
263,RSA,"iter:100,pop:10",,,,,terminado,84
264,RSA,"iter:100,pop:10",,,,,terminado,84
265,WOA,"iter:100,pop:10",,,,,terminado,84
266,WOA,"iter:100,pop:10",,,,,terminado,84
267,WOA,"iter:100,pop:10",,,,,terminado,84
268,GWO,"iter:100,pop:10",,,,,terminado,84
269,GWO,"iter:100,pop:10",,,,,terminado,84
270,GWO,"iter:100,pop:10",,,,,terminado,84
271,PSA,"iter:100,pop:10",,,,,terminado,85
272,PSA,"iter:100,pop:10",,,,,terminado,85
273,PSA,"iter:100,pop:10",,,,,terminado,85
274,SCA,"iter:100,pop:10",,,,,terminado,85
275,SCA,"iter:100,pop:10",,,,,terminado,85
276,SCA,"iter:100,pop:10",,,,,terminado,85
277,RSA,"iter:100,pop:10",,,,,terminado,85
278,RSA,"iter:100,pop:10",,,,,terminado,85
279,RSA,"iter:100,pop:10",,,,,terminado,85
280,WOA,"iter:100,pop:10",,,,,terminado,85
281,WOA,"iter:100,pop:10",,,,,terminado,85
282,WOA,"iter:100,pop:10",,,,,terminado,85
283,GWO,"iter:100,pop:10",,,,,terminado,85
284,GWO,"iter:100,pop:10",,,,,terminado,85
285,GWO,"iter:100,pop:10",,,,,terminado,85
286,PSA,"iter:100,pop:10",,,,,terminado,86
287,PSA,"iter:100,pop:10",,,,,terminado,86
288,PSA,"iter:100,pop:10",,,,,terminado,86
289,SCA,"iter:100,pop:10",,,,,terminado,86
290,SCA,"iter:100,pop:10",,,,,terminado,86
291,SCA,"iter:100,pop:10",,,,,terminado,86
292,RSA,"iter:100,pop:10",,,,,terminado,86
293,RSA,"iter:100,pop:10",,,,,terminado,86
294,RSA,"iter:100,pop:10",,,,,terminado,86
295,WOA,"iter:100,pop:10",,,,,terminado,86
296,WOA,"iter:100,pop:10",,,,,terminado,86
297,WOA,"iter:100,pop:10",,,,,terminado,86
298,GWO,"iter:100,pop:10",,,,,terminado,86
299,GWO,"iter:100,pop:10",,,,,terminado,86
300,GWO,"iter:100,pop:10",,,,,terminado,86
301,PSA,"iter:100,pop:10",,,,,terminado,159
302,PSA,"iter:100,pop:10",,,,,terminado,159
303,PSA,"iter:100,pop:10",,,,,terminado,159
304,SCA,"iter:100,pop:10",,,,,terminado,159
305,SCA,"iter:100,pop:10",,,,,terminado,159
306,SCA,"iter:100,pop:10",,,,,terminado,159
307,RSA,"iter:100,pop:10",,,,,terminado,159
308,RSA,"iter:100,pop:10",,,,,terminado,159
309,RSA,"iter:100,pop:10",,,,,terminado,159
310,WOA,"iter:100,pop:10",,,,,terminado,159
311,WOA,"iter:100,pop:10",,,,,terminado,159
312,WOA,"iter:100,pop:10",,,,,terminado,159
313,GWO,"iter:100,pop:10",,,,,terminado,159
314,GWO,"iter:100,pop:10",,,,,terminado,159
315,GWO,"iter:100,pop:10",,,,,terminado,159
316,PSA,"iter:100,pop:10",,,,,terminado,160
317,PSA,"iter:100,pop:10",,,,,terminado,160
318,PSA,"iter:100,pop:10",,,,,terminado,160
319,SCA,"iter:100,pop:10",,,,,terminado,160
320,SCA,"iter:100,pop:10",,,,,terminado,160
321,SCA,"iter:100,pop:10",,,,,terminado,160
322,RSA,"iter:100,pop:10",,,,,terminado,160
323,RSA,"iter:100,pop:10",,,,,terminado,160
324,RSA,"iter:100,pop:10",,,,,terminado,160
325,WOA,"iter:100,pop:10",,,,,terminado,160
326,WOA,"iter:100,pop:10",,,,,terminado,160
327,WOA,"iter:100,pop:10",,,,,terminado,160
328,GWO,"iter:100,pop:10",,,,,terminado,160
329,GWO,"iter:100,pop:10",,,,,terminado,160
330,GWO,"iter:100,pop:10",,,,,terminado,160
331,PSA,"iter:100,pop:10",,,,,terminado,161
332,PSA,"iter:100,pop:10",,,,,terminado,161
333,PSA,"iter:100,pop:10",,,,,terminado,161
334,SCA,"iter:100,pop:10",,,,,terminado,161
335,SCA,"iter:100,pop:10",,,,,terminado,161
336,SCA,"iter:100,pop:10",,,,,terminado,161
337,RSA,"iter:100,pop:10",,,,,terminado,161
338,RSA,"iter:100,pop:10",,,,,terminado,161
339,RSA,"iter:100,pop:10",,,,,terminado,161
340,WOA,"iter:100,pop:10",,,,,terminado,161
341,WOA,"iter:100,pop:10",,,,,terminado,161
342,WOA,"iter:100,pop:10",,,,,terminado,161
343,GWO,"iter:100,pop:10",,,,,terminado,161
344,GWO,"iter:100,pop:10",,,,,terminado,161
345,GWO,"iter:100,pop:10",,,,,terminado,161
346,PSA,"iter:100,pop:10",,,,,terminado,162
347,PSA,"iter:100,pop:10",,,,,terminado,162
348,PSA,"iter:100,pop:10",,,,,terminado,162
349,SCA,"iter:100,pop:10",,,,,terminado,162
350,SCA,"iter:100,pop:10",,,,,terminado,162
351,SCA,"iter:100,pop:10",,,,,terminado,162
352,RSA,"iter:100,pop:10",,,,,terminado,162
353,RSA,"iter:100,pop:10",,,,,terminado,162
354,RSA,"iter:100,pop:10",,,,,terminado,162
355,WOA,"iter:100,pop:10",,,,,terminado,162
356,WOA,"iter:100,pop:10",,,,,terminado,162
357,WOA,"iter:100,pop:10",,,,,terminado,162
358,GWO,"iter:100,pop:10",,,,,terminado,162
359,GWO,"iter:100,pop:10",,,,,terminado,162
360,GWO,"iter:100,pop:10",,,,,terminado,162
361,PSA,"iter:100,pop:10",,,,,terminado,7
362,PSA,"iter:100,pop:10",,,,,terminado,7
363,PSA,"iter:100,pop:10",,,,,terminado,7
364,SCA,"iter:100,pop:10",,,,,terminado,7
365,SCA,"iter:100,pop:10",,,,,terminado,7
366,SCA,"iter:100,pop:10",,,,,terminado,7
367,RSA,"iter:100,pop:10",,,,,terminado,7
368,RSA,"iter:100,pop:10",,,,,terminado,7
369,RSA,"iter:100,pop:10",,,,,terminado,7
370,WOA,"iter:100,pop:10",,,,,terminado,7
371,WOA,"iter:100,pop:10",,,,,terminado,7
372,WOA,"iter:100,pop:10",,,,,terminado,7
373,GWO,"iter:100,pop:10",,,,,terminado,7
374,GWO,"iter:100,pop:10",,,,,terminado,7
375,GWO,"iter:100,pop:10",,,,,terminado,7
376,PSA,"iter:100,pop:10",,,,,terminado,8
377,PSA,"iter:100,pop:10",,,,,terminado,8
378,PSA,"iter:100,pop:10",,,,,terminado,8
379,SCA,"iter:100,pop:10",,,,,terminado,8
380,SCA,"iter:100,pop:10",,,,,terminado,8
381,SCA,"iter:100,pop:10",,,,,terminado,8
382,RSA,"iter:100,pop:10",,,,,terminado,8
383,RSA,"iter:100,pop:10",,,,,terminado,8
384,RSA,"iter:100,pop:10",,,,,terminado,8
385,WOA,"iter:100,pop:10",,,,,terminado,8
386,WOA,"iter:100,pop:10",,,,,terminado,8
387,WOA,"iter:100,pop:10",,,,,terminado,8
388,GWO,"iter:100,pop:10",,,,,terminado,8
389,GWO,"iter:100,pop:10",,,,,terminado,8
390,GWO,"iter:100,pop:10",,,,,terminado,8
391,PSA,"iter:100,pop:10",,,,,terminado,9
392,PSA,"iter:100,pop:10",,,,,terminado,9
393,PSA,"iter:100,pop:10",,,,,terminado,9
394,SCA,"iter:100,pop:10",,,,,terminado,9
395,SCA,"iter:100,pop:10",,,,,terminado,9
396,SCA,"iter:100,pop:10",,,,,terminado,9
397,RSA,"iter:100,pop:10",,,,,terminado,9
398,RSA,"iter:100,pop:10",,,,,terminado,9
399,RSA,"iter:100,pop:10",,,,,terminado,9
400,WOA,"iter:100,pop:10",,,,,terminado,9
401,WOA,"iter:100,pop:10",,,,,terminado,9
402,WOA,"iter:100,pop:10",,,,,terminado,9
403,GWO,"iter:100,pop:10",,,,,terminado,9
404,GWO,"iter:100,pop:10",,,,,terminado,9
405,GWO,"iter:100,pop:10",,,,,terminado,9
406,PSA,"iter:100,pop:10",,,,,terminado,10
407,PSA,"iter:100,pop:10",,,,,terminado,10
408,PSA,"iter:100,pop:10",,,,,terminado,10
409,SCA,"iter:100,pop:10",,,,,terminado,10
410,SCA,"iter:100,pop:10",,,,,terminado,10
411,SCA,"iter:100,pop:10",,,,,terminado,10
412,RSA,"iter:100,pop:10",,,,,terminado,10
413,RSA,"iter:100,pop:10",,,,,terminado,10
414,RSA,"iter:100,pop:10",,,,,terminado,10
415,WOA,"iter:100,pop:10",,,,,terminado,10
416,WOA,"iter:100,pop:10",,,,,terminado,10
417,WOA,"iter:100,pop:10",,,,,terminado,10
418,GWO,"iter:100,pop:10",,,,,terminado,10
419,GWO,"iter:100,pop:10",,,,,terminado,10
420,GWO,"iter:100,pop:10",,,,,terminado,10
421,PSA,"iter:100,pop:10",,,,,terminado,83
422,PSA,"iter:100,pop:10",,,,,terminado,83
423,PSA,"iter:100,pop:10",,,,,terminado,83
424,SCA,"iter:100,pop:10",,,,,terminado,83
425,SCA,"iter:100,pop:10",,,,,terminado,83
426,SCA,"iter:100,pop:10",,,,,terminado,83
427,RSA,"iter:100,pop:10",,,,,terminado,83
428,RSA,"iter:100,pop:10",,,,,terminado,83
429,RSA,"iter:100,pop:10",,,,,terminado,83
430,WOA,"iter:100,pop:10",,,,,terminado,83
431,WOA,"iter:100,pop:10",,,,,terminado,83
432,WOA,"iter:100,pop:10",,,,,terminado,83
433,GWO,"iter:100,pop:10",,,,,terminado,83
434,GWO,"iter:100,pop:10",,,,,terminado,83
435,GWO,"iter:100,pop:10",,,,,terminado,83
436,PSA,"iter:100,pop:10",,,,,terminado,84
437,PSA,"iter:100,pop:10",,,,,terminado,84
438,PSA,"iter:100,pop:10",,,,,terminado,84
439,SCA,"iter:100,pop:10",,,,,terminado,84
440,SCA,"iter:100,pop:10",,,,,terminado,84
441,SCA,"iter:100,pop:10",,,,,terminado,84
442,RSA,"iter:100,pop:10",,,,,terminado,84
443,RSA,"iter:100,pop:10",,,,,terminado,84
444,RSA,"iter:100,pop:10",,,,,terminado,84
445,WOA,"iter:100,pop:10",,,,,terminado,84
446,WOA,"iter:100,pop:10",,,,,terminado,84
447,WOA,"iter:100,pop:10",,,,,terminado,84
448,GWO,"iter:100,pop:10",,,,,terminado,84
449,GWO,"iter:100,pop:10",,,,,terminado,84
450,GWO,"iter:100,pop:10",,,,,terminado,84
451,PSA,"iter:100,pop:10",,,,,terminado,85
452,PSA,"iter:100,pop:10",,,,,terminado,85
453,PSA,"iter:100,pop:10",,,,,terminado,85
454,SCA,"iter:100,pop:10",,,,,terminado,85
455,SCA,"iter:100,pop:10",,,,,terminado,85
456,SCA,"iter:100,pop:10",,,,,terminado,85
457,RSA,"iter:100,pop:10",,,,,terminado,85
458,RSA,"iter:100,pop:10",,,,,terminado,85
459,RSA,"iter:100,pop:10",,,,,terminado,85
460,WOA,"iter:100,pop:10",,,,,terminado,85
461,WOA,"iter:100,pop:10",,,,,terminado,85
462,WOA,"iter:100,pop:10",,,,,terminado,85
463,GWO,"iter:100,pop:10",,,,,terminado,85
464,GWO,"iter:100,pop:10",,,,,terminado,85
465,GWO,"iter:100,pop:10",,,,,terminado,85
466,PSA,"iter:100,pop:10",,,,,terminado,86
467,PSA,"iter:100,pop:10",,,,,terminado,86
468,PSA,"iter:100,pop:10",,,,,terminado,86
469,SCA,"iter:100,pop:10",,,,,terminado,86
470,SCA,"iter:100,pop:10",,,,,terminado,86
471,SCA,"iter:100,pop:10",,,,,terminado,86
472,RSA,"iter:100,pop:10",,,,,terminado,86
473,RSA,"iter:100,pop:10",,,,,terminado,86
474,RSA,"iter:100,pop:10",,,,,terminado,86
475,WOA,"iter:100,pop:10",,,,,terminado,86
476,WOA,"iter:100,pop:10",,,,,terminado,86
477,WOA,"iter:100,pop:10",,,,,terminado,86
478,GWO,"iter:100,pop:10",,,,,terminado,86
479,GWO,"iter:100,pop:10",,,,,terminado,86
480,GWO,"iter:100,pop:10",,,,,terminado,86
481,PSA,"iter:100,pop:10",,,,,terminado,159
482,PSA,"iter:100,pop:10",,,,,terminado,159
483,PSA,"iter:100,pop:10",,,,,terminado,159
484,SCA,"iter:100,pop:10",,,,,terminado,159
485,SCA,"iter:100,pop:10",,,,,terminado,159
486,SCA,"iter:100,pop:10",,,,,terminado,159
487,RSA,"iter:100,pop:10",,,,,terminado,159
488,RSA,"iter:100,pop:10",,,,,terminado,159
489,RSA,"iter:100,pop:10",,,,,terminado,159
490,WOA,"iter:100,pop:10",,,,,terminado,159
491,WOA,"iter:100,pop:10",,,,,terminado,159
492,WOA,"iter:100,pop:10",,,,,terminado,159
493,GWO,"iter:100,pop:10",,,,,terminado,159
494,GWO,"iter:100,pop:10",,,,,terminado,159
495,GWO,"iter:100,pop:10",,,,,terminado,159
496,PSA,"iter:100,pop:10",,,,,terminado,160
497,PSA,"iter:100,pop:10",,,,,terminado,160
498,PSA,"iter:100,pop:10",,,,,terminado,160
499,SCA,"iter:100,pop:10",,,,,terminado,160
500,SCA,"iter:100,pop:10",,,,,terminado,160
501,SCA,"iter:100,pop:10",,,,,terminado,160
502,RSA,"iter:100,pop:10",,,,,terminado,160
503,RSA,"iter:100,pop:10",,,,,terminado,160
504,RSA,"iter:100,pop:10",,,,,terminado,160
505,WOA,"iter:100,pop:10",,,,,terminado,160
506,WOA,"iter:100,pop:10",,,,,terminado,160
507,WOA,"iter:100,pop:10",,,,,terminado,160
508,GWO,"iter:100,pop:10",,,,,terminado,160
509,GWO,"iter:100,pop:10",,,,,terminado,160
510,GWO,"iter:100,pop:10",,,,,terminado,160
511,PSA,"iter:100,pop:10",,,,,terminado,161
512,PSA,"iter:100,pop:10",,,,,terminado,161
513,PSA,"iter:100,pop:10",,,,,terminado,161
