id_experimento,MH,paramMH,ML,paramML,ML_FS,paramML_FS,estado,fk_id_instancia
514,SCA,"iter:100,pop:10",,,,,terminado,161
515,SCA,"iter:100,pop:10",,,,,terminado,161
516,SCA,"iter:100,pop:10",,,,,terminado,161
517,RSA,"iter:100,pop:10",,,,,terminado,161
518,RSA,"iter:100,pop:10",,,,,terminado,161
519,RSA,"iter:100,pop:10",,,,,terminado,161
520,WOA,"iter:100,pop:10",,,,,terminado,161
521,WOA,"iter:100,pop:10",,,,,terminado,161
522,WOA,"iter:100,pop:10",,,,,terminado,161
523,GWO,"iter:100,pop:10",,,,,terminado,161
524,GWO,"iter:100,pop:10",,,,,terminado,161
525,GWO,"iter:100,pop:10",,,,,terminado,161
526,PSA,"iter:100,pop:10",,,,,terminado,162
527,PSA,"iter:100,pop:10",,,,,terminado,162
528,PSA,"iter:100,pop:10",,,,,terminado,162
529,SCA,"iter:100,pop:10",,,,,terminado,162
530,SCA,"iter:100,pop:10",,,,,terminado,162
531,SCA,"iter:100,pop:10",,,,,terminado,162
532,RSA,"iter:100,pop:10",,,,,terminado,162
533,RSA,"iter:100,pop:10",,,,,terminado,162
534,RSA,"iter:100,pop:10",,,,,terminado,162
535,WOA,"iter:100,pop:10",,,,,terminado,162
536,WOA,"iter:100,pop:10",,,,,terminado,162
537,WOA,"iter:100,pop:10",,,,,terminado,162
538,GWO,"iter:100,pop:10",,,,,terminado,162
539,GWO,"iter:100,pop:10",,,,,terminado,162
540,GWO,"iter:100,pop:10",,,,,terminado,162
541,PSA,"iter:100,pop:10",,,,,terminado,235
542,PSA,"iter:100,pop:10",,,,,terminado,235
543,PSA,"iter:100,pop:10",,,,,terminado,235
544,SCA,"iter:100,pop:10",,,,,terminado,235
545,SCA,"iter:100,pop:10",,,,,terminado,235
546,SCA,"iter:100,pop:10",,,,,terminado,235
547,RSA,"iter:100,pop:10",,,,,terminado,235
548,RSA,"iter:100,pop:10",,,,,terminado,235
549,RSA,"iter:100,pop:10",,,,,terminado,235
550,WOA,"iter:100,pop:10",,,,,terminado,235
551,WOA,"iter:100,pop:10",,,,,terminado,235
552,WOA,"iter:100,pop:10",,,,,terminado,235
553,GWO,"iter:100,pop:10",,,,,terminado,235
554,GWO,"iter:100,pop:10",,,,,terminado,235
555,GWO,"iter:100,pop:10",,,,,terminado,235
556,PSA,"iter:100,pop:10",,,,,terminado,236
557,PSA,"iter:100,pop:10",,,,,terminado,236
558,PSA,"iter:100,pop:10",,,,,terminado,236
559,SCA,"iter:100,pop:10",,,,,terminado,236
560,SCA,"iter:100,pop:10",,,,,terminado,236
561,SCA,"iter:100,pop:10",,,,,terminado,236
562,RSA,"iter:100,pop:10",,,,,terminado,236
563,RSA,"iter:100,pop:10",,,,,terminado,236
564,RSA,"iter:100,pop:10",,,,,terminado,236
565,WOA,"iter:100,pop:10",,,,,terminado,236
566,WOA,"iter:100,pop:10",,,,,terminado,236
567,WOA,"iter:100,pop:10",,,,,terminado,236
568,GWO,"iter:100,pop:10",,,,,terminado,236
569,GWO,"iter:100,pop:10",,,,,terminado,236
570,GWO,"iter:100,pop:10",,,,,terminado,236
571,PSA,"iter:100,pop:10",,,,,terminado,237
572,PSA,"iter:100,pop:10",,,,,terminado,237
573,PSA,"iter:100,pop:10",,,,,terminado,237
574,SCA,"iter:100,pop:10",,,,,terminado,237
575,SCA,"iter:100,pop:10",,,,,terminado,237
576,SCA,"iter:100,pop:10",,,,,terminado,237
577,RSA,"iter:100,pop:10",,,,,terminado,237
578,RSA,"iter:100,pop:10",,,,,terminado,237
579,RSA,"iter:100,pop:10",,,,,terminado,237
580,WOA,"iter:100,pop:10",,,,,terminado,237
581,WOA,"iter:100,pop:10",,,,,terminado,237
582,WOA,"iter:100,pop:10",,,,,terminado,237
583,GWO,"iter:100,pop:10",,,,,terminado,237
584,GWO,"iter:100,pop:10",,,,,terminado,237
585,GWO,"iter:100,pop:10",,,,,terminado,237
586,PSA,"iter:100,pop:10",,,,,terminado,238
587,PSA,"iter:100,pop:10",,,,,terminado,238
588,PSA,"iter:100,pop:10",,,,,terminado,238
589,SCA,"iter:100,pop:10",,,,,terminado,238
590,SCA,"iter:100,pop:10",,,,,terminado,238
591,SCA,"iter:100,pop:10",,,,,terminado,238
592,RSA,"iter:100,pop:10",,,,,terminado,238
593,RSA,"iter:100,pop:10",,,,,terminado,238
594,RSA,"iter:100,pop:10",,,,,terminado,238
595,WOA,"iter:100,pop:10",,,,,terminado,238
596,WOA,"iter:100,pop:10",,,,,terminado,238
597,WOA,"iter:100,pop:10",,,,,terminado,238
598,GWO,"iter:100,pop:10",,,,,terminado,238
599,GWO,"iter:100,pop:10",,,,,terminado,238
600,GWO,"iter:100,pop:10",,,,,terminado,238
