id_archivo,nombre,archivo,fk_id_experimento
1,PSA_F7,"iter,fitness,time,XPL,XPT
0,137.45371897360974,0.012,100.0,0.0
1,137.30972653783843,0.017,100.0,0.0
2,136.7854599560142,0.014,91.47,8.53
3,136.7854599560142,0.011,79.73,20.27
4,136.7854599560142,0.01,69.47,30.53
5,136.7854599560142,0.012,66.27,33.73
6,136.7854599560142,0.012,62.4,37.6
7,136.7854599560142,0.011,58.27,41.73
8,136.7854599560142,0.016,58.0,42.0
9,136.7854599560142,0.018,49.47,50.53
10,136.7854599560142,0.015,46.93,53.07
11,136.7854599560142,0.02,50.13,49.87
12,136.7854599560142,0.017,46.53,53.47
13,136.7854599560142,0.013,40.0,60.0
14,136.74486180527904,0.013,36.93,63.07
15,136.74486180527904,0.014,34.0,66.0
16,136.74486180527904,0.014,30.53,69.47
17,136.74486180527904,0.016,28.4,71.6
18,136.74486180527904,0.011,28.27,71.73
19,136.74486180527904,0.014,26.53,73.47
20,132.06458153634074,0.014,23.47,76.53
21,132.06458153634074,0.014,24.27,75.73
22,132.06458153634074,0.016,27.07,72.93
23,130.24762827665117,0.014,25.6,74.4
24,127.91430317811938,0.019,24.13,75.87
25,127.11089807732604,0.017,27.33,72.67
26,127.10424845428882,0.019,24.67,75.33
27,127.10424845428882,0.018,23.73,76.27
28,127.10424845428882,0.019,17.07,82.93
29,121.7330787822686,0.019,17.33,82.67
30,121.55942255237306,0.014,24.4,75.6
31,120.9280997828956,0.017,23.2,76.8
32,120.9280997828956,0.016,28.0,72.0
33,118.33474057690053,0.015,24.4,75.6
34,118.33474057690053,0.012,21.33,78.67
35,118.33474057690053,0.015,19.87,80.13
36,118.33474057690053,0.012,20.13,79.87
37,118.11073816697973,0.017,16.27,83.73
38,118.11073816697973,0.02,16.67,83.33
39,118.11073816697973,0.019,12.8,87.2
40,116.57742845979475,0.019,11.87,88.13
41,115.59489678159791,0.017,13.87,86.13
42,101.76585697570023,0.017,16.93,83.07
43,101.26510101120572,0.016,16.0,84.0
44,99.68033696891952,0.015,11.47,88.53
45,89.7093953668328,0.01,10.67,89.33
46,88.97789396065085,0.012,11.87,88.13
47,88.97789396065085,0.014,13.33,86.67
48,88.97789396065085,0.013,13.33,86.67
49,88.97449281812003,0.01,11.87,88.13
50,88.97449281812003,0.012,12.8,87.2
51,87.61542767609816,0.017,14.13,85.87
52,87.61542767609816,0.015,11.6,88.4
53,87.61542767609816,0.018,11.47,88.53
54,75.42030393590784,0.018,7.87,92.13
55,75.40165981374139,0.012,10.67,89.33
56,75.40165981374139,0.017,11.33,88.67
57,75.40165981374139,0.016,9.87,90.13
58,75.40165981374139,0.013,11.2,88.8
59,74.32235774875106,0.013,8.53,91.47
60,74.32235774875106,0.016,8.93,91.07
61,74.32235774875106,0.016,8.0,92.0
62,74.32235774875106,0.016,6.93,93.07
63,74.32235774875106,0.016,7.47,92.53
64,74.29203453698143,0.018,5.6,94.4
65,72.61950399081879,0.018,3.07,96.93
66,72.54035954757289,0.016,3.73,96.27
67,72.43072284326291,0.014,4.53,95.47
68,72.43072284326291,0.015,4.53,95.47
69,72.43072284326291,0.015,3.6,96.4
70,72.43072284326291,0.015,3.2,96.8
71,72.21304674422151,0.013,4.4,95.6
72,72.21304674422151,0.018,3.73,96.27
73,72.21304674422151,0.017,2.93,97.07
74,72.21304674422151,0.016,2.53,97.47
75,72.21304674422151,0.016,1.87,98.13
76,72.21304674422151,0.015,2.4,97.6
77,72.21304674422151,0.019,2.4,97.6
78,72.21304674422151,0.021,2.67,97.33
79,72.21304674422151,0.017,3.07,96.93
80,72.21304674422151,0.019,2.27,97.73
81,72.1781892176758,0.017,1.6,98.4
82,72.1781892176758,0.017,1.73,98.27
83,72.1781892176758,0.016,1.2,98.8
84,72.1781892176758,0.017,0.93,99.07
85,72.16320152060369,0.016,0.93,99.07
86,72.16320152060369,0.016,0.8,99.2
87,72.16320152060369,0.021,0.8,99.2
88,72.14199126020235,0.017,0.67,99.33
89,72.14199126020235,0.016,0.8,99.2
90,72.14199126020235,0.018,0.8,99.2
91,72.14199126020235,0.019,0.8,99.2
92,72.14199126020235,0.018,0.67,99.33
93,72.14199126020235,0.019,0.67,99.33
94,72.14199126020235,0.013,0.8,99.2
95,72.14199126020235,0.013,0.4,99.6
96,72.14199126020235,0.013,0.53,99.47
97,72.14199126020235,0.011,0.67,99.33
98,72.14199126020235,0.014,0.53,99.47
99,72.14199126020235,0.014,0.4,99.6
100,72.14199126020235,0.017,0.27,99.73
",1
2,PSA_F7,"iter,fitness,time,XPL,XPT
0,139.01573095997523,0.014,100.0,0.0
1,139.01573095997523,0.019,100.0,0.0
2,138.91243737417142,0.02,85.71,14.29
3,138.91243737417142,0.017,75.93,24.07
4,138.6076754968597,0.012,66.41,33.59
5,138.6076754968597,0.018,55.98,44.02
6,138.6076754968597,0.018,55.73,44.27
7,138.6076754968597,0.015,52.25,47.75
8,138.6076754968597,0.013,50.06,49.94
9,138.6076754968597,0.01,56.5,43.5
10,138.6076754968597,0.016,47.75,52.25
11,138.6076754968597,0.014,41.83,58.17
12,138.6076754968597,0.015,36.81,63.19
13,138.6076754968597,0.017,32.43,67.57
14,138.6076754968597,0.022,29.47,70.53
15,138.6076754968597,0.014,28.7,71.3
16,138.6076754968597,0.015,27.54,72.46
17,138.6076754968597,0.016,28.31,71.69
18,138.6076754968597,0.013,24.71,75.29
19,138.6076754968597,0.013,23.94,76.06
20,129.00163136074363,0.017,22.52,77.48
21,126.59551172638359,0.009,24.2,75.8
22,126.59551172638359,0.015,24.32,75.68
23,126.43097544226886,0.013,25.61,74.39
24,126.4301908957019,0.011,21.49,78.51
25,118.6627065751801,0.011,21.11,78.89
26,118.6627065751801,0.012,22.14,77.86
27,118.6627065751801,0.016,21.36,78.64
28,101.79216334137321,0.017,18.79,81.21
29,101.79216334137321,0.013,20.98,79.02
30,101.79216334137321,0.013,23.42,76.58
31,95.48641861238877,0.01,20.85,79.15
32,89.44220877801182,0.017,25.35,74.65
33,88.89528201400564,0.011,27.54,72.46
34,88.89528201400564,0.011,28.19,71.81
35,88.89528201400564,0.011,28.44,71.56
36,88.78806040541546,0.012,25.1,74.9
37,82.38407048843314,0.011,20.59,79.41
38,82.35549894858003,0.012,22.27,77.73
39,82.35549894858003,0.016,19.95,80.05
40,82.35549894858003,0.015,19.95,80.05
41,82.35549894858003,0.02,18.28,81.72
42,67.08030420306086,0.022,11.45,88.55
43,61.070052612879756,0.015,18.53,81.47
44,61.070052612879756,0.012,20.59,79.41
45,60.478973678216754,0.014,18.92,81.08
46,60.478973678216754,0.012,18.66,81.34
47,58.96441418509748,0.014,16.99,83.01
48,57.302236049627155,0.012,14.03,85.97
49,52.33786535420547,0.015,14.93,85.07
50,52.33786535420547,0.009,18.92,81.08
51,52.070518585387056,0.014,16.6,83.4
52,52.070518585387056,0.014,16.99,83.01
53,52.070518585387056,0.012,15.19,84.81
54,47.06957600568891,0.013,10.94,89.06
55,47.06957600568891,0.012,14.67,85.33
56,47.06957600568891,0.013,13.9,86.1
57,47.06957600568891,0.012,11.07,88.93
58,45.3069126795604,0.019,10.81,89.19
59,44.854254479219776,0.017,10.42,89.58
60,44.43589529294414,0.015,11.84,88.16
61,44.43589529294414,0.015,10.55,89.45
62,44.43589529294414,0.011,6.82,93.18
63,44.43589529294414,0.014,7.72,92.28
64,44.43589529294414,0.013,6.69,93.31
65,44.43589529294414,0.009,5.28,94.72
66,44.108344095530256,0.013,3.6,96.4
67,44.108344095530256,0.013,3.47,96.53
68,43.828274569762655,0.012,3.35,96.65
69,43.57739865490926,0.011,3.99,96.01
70,43.41483700723117,0.013,4.5,95.5
71,42.88150492135999,0.012,3.6,96.4
72,42.88150492135999,0.01,3.86,96.14
73,42.81632430650622,0.018,3.47,96.53
74,42.81632430650622,0.018,3.35,96.65
75,41.54186849457705,0.011,2.83,97.17
76,41.54186849457705,0.013,2.7,97.3
77,41.31968248924345,0.014,3.35,96.65
78,41.293448409608466,0.013,2.96,97.04
79,41.293448409608466,0.014,2.32,97.68
80,40.8100681417435,0.012,2.32,97.68
81,40.585357062428145,0.014,2.57,97.43
82,40.585357062428145,0.015,1.67,98.33
83,40.585357062428145,0.014,1.67,98.33
84,40.585357062428145,0.012,1.93,98.07
85,40.585357062428145,0.011,2.19,97.81
86,40.585357062428145,0.015,2.32,97.68
87,40.585357062428145,0.016,2.19,97.81
88,40.585357062428145,0.017,2.06,97.94
89,40.585357062428145,0.019,1.8,98.2
90,40.585357062428145,0.017,1.03,98.97
91,40.585357062428145,0.013,1.03,98.97
92,40.585357062428145,0.017,1.03,98.97
93,40.585357062428145,0.013,0.64,99.36
94,40.54991336990143,0.012,0.64,99.36
95,40.54991336990143,0.01,0.51,99.49
96,40.54991336990143,0.011,0.77,99.23
97,40.54991336990143,0.011,0.64,99.36
98,40.54991336990143,0.01,0.77,99.23
99,40.54991336990143,0.012,0.39,99.61
100,40.54991336990143,0.01,0.39,99.61
",2
3,PSA_F7,"iter,fitness,time,XPL,XPT
0,143.9697276970913,0.017,100.0,0.0
1,143.9697276970913,0.017,100.0,0.0
2,143.873778307508,0.018,90.85,9.15
3,143.873778307508,0.011,80.22,19.78
4,143.873778307508,0.013,74.97,25.03
5,143.873778307508,0.016,67.16,32.84
6,143.73347878221406,0.015,55.18,44.82
7,143.73347878221406,0.014,51.01,48.99
8,143.7105238897669,0.015,51.41,48.59
9,143.7105238897669,0.012,46.43,53.57
10,143.7105238897669,0.018,46.16,53.84
11,143.7105238897669,0.012,43.2,56.8
12,143.7105238897669,0.014,46.03,53.97
13,143.7105238897669,0.016,50.74,49.26
14,143.7105238897669,0.019,43.07,56.93
15,143.7105238897669,0.018,41.99,58.01
16,143.7105238897669,0.015,42.66,57.34
17,143.7105238897669,0.014,32.17,67.83
18,143.7105238897669,0.015,31.36,68.64
19,132.50565042263136,0.013,28.4,71.6
20,132.50565042263136,0.013,30.96,69.04
21,132.20971287454438,0.016,32.3,67.7
22,132.20971287454438,0.012,31.22,68.78
23,116.51455633959503,0.013,28.8,71.2
24,116.51455633959503,0.014,30.55,69.45
25,116.51455633959503,0.01,29.07,70.93
26,116.51455633959503,0.017,27.73,72.27
27,116.51455633959503,0.013,32.03,67.97
28,116.51455633959503,0.015,28.4,71.6
29,116.51455633959503,0.016,28.13,71.87
30,115.57194037158362,0.017,20.32,79.68
31,115.57194037158362,0.012,21.27,78.73
32,115.32794282256239,0.012,21.4,78.6
33,115.32794282256239,0.018,21.8,78.2
34,115.32794282256239,0.014,20.46,79.54
35,115.32794282256239,0.013,18.03,81.97
36,107.6013305013921,0.013,14.94,85.06
37,107.43302176008869,0.018,16.29,83.71
38,104.87625524578002,0.019,12.65,87.35
39,104.87625524578002,0.018,12.25,87.75
40,104.69145078885416,0.018,12.52,87.48
41,104.56193175452553,0.016,12.38,87.62
42,104.56193175452553,0.018,11.04,88.96
43,104.56193175452553,0.018,8.61,91.39
44,103.07924976968948,0.013,8.48,91.52
45,100.73171911157128,0.011,8.75,91.25
46,100.73171911157128,0.016,9.83,90.17
47,100.73171911157128,0.018,7.81,92.19
48,100.73171911157128,0.013,8.48,91.52
49,100.25385411531342,0.012,7.4,92.6
50,100.00278400378234,0.014,9.02,90.98
51,99.86949637787775,0.01,10.09,89.91
52,93.34729746008828,0.015,9.83,90.17
53,93.34729746008828,0.013,13.06,86.94
54,90.9059718021132,0.012,12.79,87.21
55,90.9059718021132,0.017,14.0,86.0
56,90.9059718021132,0.019,13.06,86.94
57,90.9059718021132,0.018,13.32,86.68
58,90.9059718021132,0.014,8.75,91.25
59,90.41539251224573,0.01,6.73,93.27
60,90.10795832999798,0.014,7.4,92.6
61,88.73241011551133,0.017,4.98,95.02
62,88.6001225128323,0.015,4.98,95.02
63,88.6001225128323,0.015,5.38,94.62
64,88.52979195953785,0.017,5.79,94.21
65,88.52979195953785,0.012,7.0,93.0
66,87.97241504177202,0.01,5.52,94.48
67,87.97241504177202,0.014,4.58,95.42
68,87.90198355116885,0.014,4.31,95.69
69,87.77807441311923,0.015,3.63,96.37
70,87.77807441311923,0.02,4.04,95.96
71,87.5316577029961,0.019,4.04,95.96
72,86.82276887432486,0.014,3.77,96.23
73,86.82276887432486,0.016,3.5,96.5
74,86.82276887432486,0.012,2.96,97.04
75,86.82276887432486,0.009,2.69,97.31
76,86.82276887432486,0.017,2.96,97.04
77,86.82276887432486,0.012,3.36,96.64
78,86.80398870414567,0.013,2.42,97.58
79,86.64939375546368,0.016,2.02,97.98
80,86.64939375546368,0.013,2.02,97.98
81,86.64939375546368,0.016,1.75,98.25
82,86.2964326098596,0.019,2.69,97.31
83,86.2964326098596,0.015,3.23,96.77
84,86.2964326098596,0.02,3.23,96.77
85,86.2964326098596,0.019,3.36,96.64
86,86.2964326098596,0.013,2.42,97.58
87,86.2964326098596,0.011,2.56,97.44
88,86.2964326098596,0.011,2.15,97.85
89,86.2964326098596,0.015,1.75,98.25
90,86.26948192126817,0.014,2.15,97.85
91,86.26948192126817,0.016,1.88,98.12
92,86.26948192126817,0.015,1.75,98.25
93,86.26948192126817,0.01,1.75,98.25
94,86.26948192126817,0.014,1.62,98.38
95,86.26948192126817,0.013,1.88,98.12
96,85.7562410958691,0.015,2.42,97.58
97,85.66415529171157,0.022,2.56,97.44
98,85.66415529171157,0.018,2.29,97.71
99,85.66415529171157,0.01,2.69,97.31
100,85.66415529171157,0.013,2.96,97.04
",3
4,SCA_F7,"iter,fitness,time,XPL,XPT
0,114.7731050414667,0.01,100.0,0.0
1,114.7731050414667,0.013,100.0,0.0
2,114.7731050414667,0.013,93.23,6.77
3,114.7731050414667,0.009,96.21,3.79
4,114.7731050414667,0.016,96.75,3.25
5,114.7731050414667,0.012,95.13,4.87
6,114.7731050414667,0.011,89.72,10.28
7,114.7731050414667,0.015,86.33,13.67
8,114.7731050414667,0.014,85.93,14.07
9,114.7731050414667,0.012,81.6,18.4
10,114.7731050414667,0.013,81.73,18.27
11,114.7731050414667,0.014,81.87,18.13
12,114.7731050414667,0.01,78.76,21.24
13,114.7731050414667,0.011,81.06,18.94
14,114.7731050414667,0.014,75.78,24.22
15,114.7731050414667,0.011,77.27,22.73
16,114.7731050414667,0.014,76.59,23.41
17,114.7731050414667,0.011,80.24,19.76
18,114.7731050414667,0.014,76.73,23.27
19,114.7731050414667,0.016,74.97,25.03
20,114.7731050414667,0.013,69.69,30.31
21,114.7731050414667,0.017,71.72,28.28
22,114.7731050414667,0.019,74.97,25.03
23,114.7731050414667,0.018,69.55,30.45
24,114.7731050414667,0.017,65.22,34.78
25,114.7731050414667,0.02,64.95,35.05
26,114.7731050414667,0.018,67.79,32.21
27,114.7731050414667,0.018,71.58,28.42
28,114.7731050414667,0.017,71.31,28.69
29,114.7731050414667,0.016,66.44,33.56
30,114.7731050414667,0.012,63.6,36.4
31,114.7731050414667,0.015,61.3,38.7
32,114.7731050414667,0.016,65.76,34.24
33,114.7731050414667,0.016,64.28,35.72
34,114.7731050414667,0.016,67.52,32.48
35,114.7731050414667,0.015,66.17,33.83
36,114.7731050414667,0.016,66.31,33.69
37,114.7731050414667,0.016,64.68,35.32
38,114.7731050414667,0.016,59.95,40.05
39,114.7731050414667,0.015,57.92,42.08
40,114.7731050414667,0.015,57.78,42.22
41,114.7731050414667,0.012,61.03,38.97
42,114.7731050414667,0.014,59.95,40.05
43,114.7731050414667,0.016,55.07,44.93
44,114.7731050414667,0.016,55.89,44.11
45,114.7731050414667,0.015,54.67,45.33
46,114.7731050414667,0.017,52.91,47.09
47,114.7731050414667,0.016,51.15,48.85
48,114.7731050414667,0.016,51.01,48.99
49,114.7731050414667,0.017,54.67,45.33
50,114.7731050414667,0.016,53.86,46.14
51,114.7731050414667,0.014,48.58,51.42
52,88.89075376859101,0.018,45.74,54.26
53,88.89075376859101,0.016,49.26,50.74
54,88.89075376859101,0.019,52.77,47.23
55,88.89075376859101,0.014,50.74,49.26
56,88.89075376859101,0.011,46.14,53.86
57,88.89075376859101,0.019,45.2,54.8
58,66.5058218225012,0.016,45.2,54.8
59,66.5058218225012,0.015,46.68,53.32
60,66.5058218225012,0.017,43.57,56.43
61,66.5058218225012,0.018,46.96,53.04
62,66.5058218225012,0.019,46.68,53.32
63,66.5058218225012,0.02,45.74,54.26
64,59.03710979966986,0.017,46.28,53.72
65,43.156586372651645,0.016,46.41,53.59
66,43.156586372651645,0.017,46.14,53.86
67,43.156586372651645,0.015,46.28,53.72
68,41.749024939930514,0.015,43.17,56.83
69,41.749024939930514,0.015,42.49,57.51
70,41.749024939930514,0.016,41.41,58.59
71,41.749024939930514,0.016,40.73,59.27
72,26.016091026161362,0.017,38.43,61.57
73,21.290912802988146,0.018,35.32,64.68
74,11.527063559494039,0.019,36.81,63.19
75,11.527063559494039,0.017,39.11,60.89
76,11.527063559494039,0.013,39.78,60.22
77,11.527063559494039,0.01,38.29,61.71
78,11.527063559494039,0.014,35.18,64.82
79,11.527063559494039,0.016,34.78,65.22
80,11.527063559494039,0.016,34.91,65.09
81,11.527063559494039,0.021,33.42,66.58
82,11.527063559494039,0.015,32.34,67.66
83,11.527063559494039,0.017,32.34,67.66
84,11.527063559494039,0.013,32.07,67.93
85,11.527063559494039,0.016,30.04,69.96
86,11.527063559494039,0.015,28.69,71.31
87,11.527063559494039,0.014,28.55,71.45
88,11.527063559494039,0.029,28.55,71.45
89,11.527063559494039,0.013,28.15,71.85
90,11.527063559494039,0.017,29.36,70.64
91,11.527063559494039,0.01,28.55,71.45
92,11.527063559494039,0.014,28.28,71.72
93,11.527063559494039,0.014,28.15,71.85
94,11.527063559494039,0.011,28.15,71.85
95,11.527063559494039,0.019,28.01,71.99
96,11.527063559494039,0.012,27.88,72.12
97,11.527063559494039,0.018,27.74,72.26
98,11.527063559494039,0.014,27.88,72.12
99,11.527063559494039,0.011,27.74,72.26
100,11.527063559494039,0.013,27.88,72.12
",4
5,SCA_F7,"iter,fitness,time,XPL,XPT
0,96.49006613939004,0.019,100.0,0.0
1,96.49006613939004,0.015,100.0,0.0
2,96.49006613939004,0.021,98.31,1.69
3,96.49006613939004,0.013,100.0,0.0
4,96.49006613939004,0.017,99.73,0.27
5,96.49006613939004,0.019,94.01,5.99
6,96.49006613939004,0.012,92.65,7.35
7,96.49006613939004,0.011,89.8,10.2
8,96.49006613939004,0.015,85.85,14.15
9,96.49006613939004,0.015,86.67,13.33
10,96.49006613939004,0.015,85.58,14.42
11,96.49006613939004,0.019,86.39,13.61
12,96.49006613939004,0.018,86.8,13.2
13,96.49006613939004,0.016,85.31,14.69
14,96.49006613939004,0.012,82.86,17.14
15,96.49006613939004,0.012,83.13,16.87
16,96.49006613939004,0.017,78.64,21.36
17,96.49006613939004,0.02,77.01,22.99
18,96.49006613939004,0.03,70.48,29.52
19,96.49006613939004,0.02,71.43,28.57
20,96.49006613939004,0.02,71.7,28.3
21,96.49006613939004,0.018,72.93,27.07
22,96.49006613939004,0.024,70.48,29.52
23,96.49006613939004,0.023,70.75,29.25
24,96.49006613939004,0.021,69.25,30.75
25,96.49006613939004,0.021,68.98,31.02
26,96.49006613939004,0.02,73.74,26.26
27,96.49006613939004,0.022,73.33,26.67
28,96.49006613939004,0.019,64.35,35.65
29,96.49006613939004,0.017,68.71,31.29
30,96.49006613939004,0.019,66.26,33.74
31,96.49006613939004,0.021,65.99,34.01
32,96.49006613939004,0.022,63.67,36.33
33,96.49006613939004,0.015,60.54,39.46
34,96.49006613939004,0.018,65.85,34.15
35,96.49006613939004,0.02,60.95,39.05
36,96.49006613939004,0.018,62.59,37.41
37,96.49006613939004,0.02,60.95,39.05
38,96.49006613939004,0.019,59.73,40.27
39,96.49006613939004,0.017,65.85,34.15
40,96.49006613939004,0.016,63.27,36.73
41,96.49006613939004,0.019,61.9,38.1
42,96.49006613939004,0.02,62.72,37.28
43,96.49006613939004,0.018,59.73,40.27
44,96.49006613939004,0.02,52.52,47.48
45,96.49006613939004,0.017,54.97,45.03
46,96.49006613939004,0.022,52.65,47.35
47,96.49006613939004,0.019,55.51,44.49
48,96.49006613939004,0.023,52.38,47.62
49,96.49006613939004,0.017,48.44,51.56
50,96.49006613939004,0.017,51.16,48.84
51,96.49006613939004,0.026,55.1,44.9
52,96.49006613939004,0.021,52.11,47.89
53,96.49006613939004,0.022,51.7,48.3
54,96.49006613939004,0.023,50.75,49.25
55,96.49006613939004,0.022,45.85,54.15
56,96.49006613939004,0.024,51.16,48.84
57,83.51514647305702,0.02,51.02,48.98
58,48.74762507430319,0.016,52.93,47.07
59,48.74762507430319,0.011,52.93,47.07
60,48.74762507430319,0.02,51.02,48.98
61,48.74762507430319,0.01,51.02,48.98
62,48.74762507430319,0.018,46.12,53.88
63,48.74762507430319,0.011,47.76,52.24
64,40.615369235357704,0.015,44.08,55.92
65,24.20973646669689,0.02,41.22,58.78
66,20.72218420245982,0.021,39.18,60.82
67,20.607366290358936,0.017,40.54,59.46
68,17.504758821923126,0.023,38.1,61.9
69,14.536632620839583,0.019,37.14,62.86
70,14.536632620839583,0.021,42.99,57.01
71,14.536632620839583,0.023,40.95,59.05
72,14.536632620839583,0.018,39.18,60.82
73,14.536632620839583,0.023,40.0,60.0
74,14.536632620839583,0.025,38.91,61.09
75,14.536632620839583,0.019,37.14,62.86
76,14.536632620839583,0.025,38.64,61.36
77,14.536632620839583,0.022,38.64,61.36
78,14.536632620839583,0.019,37.28,62.72
79,14.536632620839583,0.023,36.73,63.27
80,14.536632620839583,0.024,36.73,63.27
81,14.536632620839583,0.02,37.55,62.45
82,14.536632620839583,0.022,38.1,61.9
83,14.107852541996923,0.015,37.28,62.72
84,14.107852541996923,0.016,39.86,60.14
85,11.9357375935009,0.021,39.18,60.82
86,10.7724937259393,0.024,39.86,60.14
87,10.7724937259393,0.02,39.59,60.41
88,10.7724937259393,0.02,39.46,60.54
89,10.7724937259393,0.019,39.18,60.82
90,10.7724937259393,0.018,39.46,60.54
91,10.7724937259393,0.019,40.14,59.86
92,10.7724937259393,0.02,40.14,59.86
93,10.7724937259393,0.02,39.86,60.14
94,10.7724937259393,0.017,40.0,60.0
95,10.7724937259393,0.021,39.46,60.54
96,10.7724937259393,0.018,38.91,61.09
97,10.7724937259393,0.02,38.78,61.22
98,10.7724937259393,0.019,38.64,61.36
99,10.7724937259393,0.016,38.5,61.5
100,10.7724937259393,0.017,38.5,61.5
",5
6,SCA_F7,"iter,fitness,time,XPL,XPT
0,158.79755778963127,0.02,100.0,0.0
1,158.79755778963127,0.017,100.0,0.0
2,158.79755778963127,0.017,95.49,4.51
3,158.79755778963127,0.018,91.86,8.14
4,158.79755778963127,0.02,84.23,15.77
5,158.79755778963127,0.017,81.73,18.27
6,158.79755778963127,0.017,72.09,27.91
7,158.79755778963127,0.02,74.72,25.28
8,158.79755778963127,0.019,79.47,20.53
9,158.79755778963127,0.021,78.22,21.78
10,158.79755778963127,0.021,79.6,20.4
11,158.79755778963127,0.023,79.72,20.28
12,158.79755778963127,0.021,71.71,28.29
13,158.79755778963127,0.019,75.72,24.28
14,158.79755778963127,0.018,71.84,28.16
15,158.79755778963127,0.021,73.72,26.28
16,158.79755778963127,0.02,71.09,28.91
17,158.79755778963127,0.02,71.71,28.29
18,158.79755778963127,0.021,68.46,31.54
19,158.79755778963127,0.018,68.09,31.91
20,158.79755778963127,0.022,69.09,30.91
21,158.79755778963127,0.022,65.46,34.54
22,158.79755778963127,0.021,61.83,38.17
23,158.79755778963127,0.022,61.83,38.17
24,158.79755778963127,0.013,65.71,34.29
25,158.79755778963127,0.024,69.46,30.54
26,158.79755778963127,0.024,65.83,34.17
27,158.79755778963127,0.023,67.08,32.92
28,158.79755778963127,0.02,65.83,34.17
29,158.79755778963127,0.019,66.21,33.79
30,158.79755778963127,0.018,65.21,34.79
31,158.79755778963127,0.018,63.7,36.3
32,158.79755778963127,0.019,67.21,32.79
33,158.79755778963127,0.018,65.71,34.29
34,158.79755778963127,0.02,63.95,36.05
35,158.79755778963127,0.015,64.96,35.04
36,143.97178667194837,0.017,59.7,40.3
37,134.63724050717767,0.022,59.57,40.43
38,134.63724050717767,0.024,57.95,42.05
39,118.8868194772029,0.023,56.57,43.43
40,118.8868194772029,0.024,60.58,39.42
41,118.8868194772029,0.026,53.19,46.81
42,118.8868194772029,0.022,52.82,47.18
43,118.8868194772029,0.023,49.69,50.31
44,111.74126160244502,0.024,48.06,51.94
45,83.32435006037043,0.026,51.69,48.31
46,83.32435006037043,0.024,49.69,50.31
47,83.32435006037043,0.019,48.06,51.94
48,83.32435006037043,0.021,45.43,54.57
49,58.31806650890371,0.023,39.92,60.08
50,58.31806650890371,0.018,41.43,58.57
51,58.31806650890371,0.02,45.93,54.07
52,37.542844732089485,0.019,44.43,55.57
53,37.542844732089485,0.022,47.93,52.07
54,37.542844732089485,0.023,49.81,50.19
55,37.542844732089485,0.016,50.19,49.81
56,37.542844732089485,0.02,48.31,51.69
57,37.542844732089485,0.021,49.44,50.56
58,37.542844732089485,0.021,46.56,53.44
59,37.542844732089485,0.018,44.68,55.32
60,37.542844732089485,0.023,40.93,59.07
61,37.542844732089485,0.026,39.42,60.58
62,37.542844732089485,0.028,38.55,61.45
63,37.542844732089485,0.023,41.3,58.7
64,37.542844732089485,0.022,39.92,60.08
65,37.542844732089485,0.023,37.8,62.2
66,37.542844732089485,0.025,40.3,59.7
67,37.542844732089485,0.021,40.18,59.82
68,37.542844732089485,0.025,37.8,62.2
69,37.542844732089485,0.024,35.92,64.08
70,37.542844732089485,0.023,34.42,65.58
71,37.542844732089485,0.024,34.42,65.58
72,37.542844732089485,0.027,35.42,64.58
73,37.542844732089485,0.021,37.8,62.2
74,37.542844732089485,0.021,37.67,62.33
75,37.542844732089485,0.018,37.3,62.7
76,29.393551968123283,0.019,34.92,65.08
77,29.393551968123283,0.018,33.29,66.71
78,29.393551968123283,0.011,33.04,66.96
79,29.393551968123283,0.015,33.79,66.21
80,29.393551968123283,0.012,35.67,64.33
81,29.393551968123283,0.013,37.3,62.7
82,29.393551968123283,0.017,37.05,62.95
83,29.393551968123283,0.016,33.92,66.08
84,29.393551968123283,0.019,33.29,66.71
85,29.393551968123283,0.017,31.29,68.71
86,29.393551968123283,0.018,32.42,67.58
87,29.393551968123283,0.018,31.79,68.21
88,29.393551968123283,0.018,32.54,67.46
89,29.393551968123283,0.017,32.29,67.71
90,29.393551968123283,0.016,32.54,67.46
91,29.393551968123283,0.018,32.92,67.08
92,29.393551968123283,0.015,32.54,67.46
93,29.393551968123283,0.017,32.54,67.46
94,29.393551968123283,0.016,33.04,66.96
95,29.393551968123283,0.016,33.29,66.71
96,29.393551968123283,0.017,32.79,67.21
97,29.393551968123283,0.017,32.79,67.21
98,29.393551968123283,0.015,32.92,67.08
99,29.393551968123283,0.017,32.79,67.21
100,29.393551968123283,0.016,32.79,67.21
",6
